Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,year,id
Germany,26,6.75,1.32792,0.89186,0.61477,0.21843,0.28214,2015,276
Germany,16,6.994,1.44787,0.81487,0.53466,0.28551,0.30452,2016,276
Germany,16,6.951000214,1.487923384,0.798950732,0.562511384,0.276731938,0.33626917,2017,276
Germany,15,6.965,1.34,0.861,0.586,0.28,0.273,2018,276
Germany,17,6.985,1.373,0.987,0.495,0.265,0.261,2019,276
Ghana,114,4.633,0.54558,0.40132,0.42342,0.04355,0.23087,2015,288
Ghana,124,4.276,0.63107,0.29681,0.40973,0.0326,0.21203,2016,288
Ghana,131,4.119999886,0.667224824,0.295637727,0.423026294,0.02533637,0.256923944,2017,288
Ghana,108,4.657,0.592,0.337,0.499,0.029,0.212,2018,288
Ghana,98,4.996,0.611,0.486,0.381,0.04,0.245,2019,288
Greece,102,4.857,1.15406,0.88213,0.07699,0.01397,0,2015,300
Greece,99,5.033,1.24886,0.80029,0.05822,0.04127,0,2016,300
Greece,87,5.227000237,1.289487481,0.810198903,0.095731251,0.043289777,0,2017,300
Greece,79,5.358,1.154,0.879,0.131,0.044,0,2018,300
Greece,82,5.287,1.181,0.999,0.067,0.034,0,2019,300
Greenland (Denmark),,,,,,,,2015,304
Greenland (Denmark),,,,,,,,2016,304
Greenland (Denmark),,,,,,,,2017,304
Greenland (Denmark),,,,,,,,2018,304
Greenland (Denmark),,,,,,,,2019,304
Grenada,,,,,,,,2015,308
Grenada,,,,,,,,2016,308
Grenada,,,,,,,,2017,308
Grenada,,,,,,,,2018,308
Grenada,,,,,,,,2019,308
Guatemala,43,6.123,0.74553,0.64425,0.57733,0.09472,0.27489,2015,320
Guatemala,39,6.324,0.83454,0.54039,0.50379,0.08701,0.28808,2016,320
Guatemala,29,6.453999996,0.872001946,0.54023999,0.531310618,0.077223279,0.283488393,2017,320
Guatemala,30,6.382,0.781,0.608,0.604,0.071,0.179,2018,320
Guatemala,27,6.436,0.8,0.746,0.535,0.078,0.175,2019,320
Guinea,150,3.656,0.17417,0.24009,0.37725,0.12139,0.28657,2015,324
Guinea,151,3.607,0.22415,0.18829,0.30953,0.1192,0.29914,2016,324
Guinea,149,3.506999969,0.24454993,0.194129139,0.348587513,0.110937618,0.264815092,2017,324
Guinea,140,3.964,0.344,0.211,0.394,0.094,0.185,2018,324
Guinea,118,4.534,0.38,0.375,0.332,0.086,0.207,2019,324
Guinea-Bissau,,,,,,,,2015,624
Guinea-Bissau,,,,,,,,2016,624
Guinea-Bissau,,,,,,,,2017,624
Guinea-Bissau,,,,,,,,2018,624
Guinea-Bissau,,,,,,,,2019,624
Guyana,,,,,,,,2015,328
Guyana,,,,,,,,2016,328
Guyana,,,,,,,,2017,328
Guyana,,,,,,,,2018,328
Guyana,,,,,,,,2019,328
Haiti,119,4.518,0.26673,0.38847,0.24425,0.17175,0.46187,2015,332
Haiti,136,4.028,0.34097,0.27494,0.12072,0.14476,0.47958,2016,332
Haiti,145,3.602999926,0.368610263,0.27732113,0.030369857,0.09987215,0.489203781,2017,332
Haiti,148,3.582,0.315,0.289,0.025,0.104,0.392,2018,332
Haiti,147,3.597,0.323,0.449,0.026,0.11,0.419,2019,332
Honduras,105,4.788,0.59532,0.6951,0.40148,0.06825,0.23027,2015,340
Honduras,104,4.871,0.69429,0.58383,0.26755,0.06906,0.2044,2016,340
Honduras,91,5.181000233,0.730573118,0.58256948,0.34807986,0.073345453,0.236188874,2017,340
Honduras,72,5.504,0.62,0.622,0.459,0.074,0.197,2018,340
Honduras,59,5.86,0.642,0.828,0.507,0.078,0.246,2019,340
Hong Kong (China)[m],,,,,,,,2015,344
Hong Kong (China)[m],,,,,,,,2016,344
Hong Kong (China)[m],,,,,,,,2017,344
Hong Kong (China)[m],,,,,,,,2018,344
Hong Kong (China)[m],,,,,,,,2019,344
Hungary,104,4.8,1.12094,0.75905,0.32112,0.02758,0.128,2015,348
Hungary,91,5.145,1.24142,0.67608,0.1977,0.04472,0.099,2016,348
Hungary,75,5.323999882,1.286011934,0.687763453,0.175863519,0.036636937,0.078401662,2017,348
Hungary,69,5.62,1.171,0.732,0.259,0.022,0.061,2018,348
Hungary,62,5.758,1.201,0.828,0.199,0.02,0.081,2019,348
Iceland,2,7.561,1.30232,0.94784,0.62877,0.14145,0.4363,2015,352
Iceland,3,7.501,1.42666,0.86733,0.56624,0.14975,0.47678,2016,352
Iceland,3,7.504000187,1.48063302,0.833552122,0.627162635,0.153526559,0.475540221,2017,352
Iceland,4,7.495,1.343,0.914,0.677,0.138,0.353,2018,352
Iceland,4,7.494,1.38,1.026,0.591,0.118,0.354,2019,352
India,117,4.565,0.64499,0.51529,0.39786,0.08492,0.26475,2015,356
India,118,4.404,0.74036,0.45091,0.40285,0.08722,0.25028,2016,356
India,122,4.315000057,0.792221248,0.455427617,0.469987005,0.092226885,0.231538489,2017,356
India,133,4.19,0.721,0.485,0.539,0.093,0.172,2018,356
India,140,4.015,0.755,0.588,0.498,0.085,0.2,2019,356
Indonesia,74,5.399,0.82827,0.63793,0.46611,0,0.51535,2015,360
Indonesia,79,5.314,0.95104,0.49374,0.39237,0.00322,0.56521,2016,360
Indonesia,81,5.262000084,0.995538592,0.492345721,0.443323463,0.015317135,0.611704588,2017,360
Indonesia,96,5.093,0.899,0.522,0.538,0.018,0.484,2018,360
Indonesia,92,5.192,0.931,0.66,0.491,0.028,0.498,2019,360
Iran,110,4.686,1.0088,0.69805,0.30033,0.05863,0.38086,2015,364
Iran,105,4.813,1.11758,0.64232,0.22544,0.0557,0.38538,2016,364
Iran,108,4.691999912,1.156873107,0.639333189,0.249322608,0.048761073,0.387242913,2017,364
Iran,106,4.707,1.059,0.691,0.459,0.129,0.282,2018,364
Iran,117,4.548,1.1,0.785,0.305,0.125,0.27,2019,364
Iraq,112,4.677,0.98549,0.60237,0,0.13788,0.17922,2015,368
Iraq,112,4.575,1.07474,0.51076,0.24856,0.13636,0.19589,2016,368
Iraq,117,4.497000217,1.102710485,0.50118047,0.288555533,0.107215755,0.199637264,2017,368
Iraq,117,4.456,1.01,0.536,0.304,0.095,0.148,2018,368
Iraq,126,4.437,1.043,0.574,0.241,0.089,0.148,2019,368
Ireland,18,6.94,1.33596,0.89533,0.61777,0.28703,0.45901,2015,372
Ireland,19,6.907,1.48341,0.81455,0.54008,0.29754,0.44963,2016,372
Ireland,15,6.977000237,1.535706639,0.809782624,0.573110342,0.298388153,0.427858323,2017,372
Ireland,14,6.977,1.448,0.876,0.614,0.306,0.307,2018,372
Ireland,16,7.021,1.499,0.999,0.516,0.31,0.298,2019,372
Israel,11,7.278,1.22857,0.91387,0.41319,0.07785,0.33172,2015,376
Israel,11,7.267,1.33766,0.84917,0.36432,0.08728,0.32288,2016,376
Israel,11,7.212999821,1.375382423,0.838404,0.405988604,0.0852421,0.330082655,2017,376
Israel,19,6.814,1.301,0.883,0.533,0.272,0.354,2018,376
Israel,13,7.139,1.276,1.029,0.371,0.082,0.261,2019,376
Italy,50,5.948,1.25114,0.95446,0.26236,0.02901,0.22823,2015,380
Italy,50,5.977,1.35495,0.85102,0.18827,0.02556,0.16684,2016,380
Italy,48,5.964000225,1.395066619,0.853144348,0.256450713,0.028028091,0.172789648,2017,380
Italy,47,6,1.264,0.946,0.281,0.028,0.137,2018,380
Italy,36,6.223,1.294,1.039,0.231,0.03,0.158,2019,380
Ivory Coast,151,3.655,0.46534,0.15185,0.46866,0.17922,0.20165,2015,384
Ivory Coast,139,3.916,0.55507,0.04476,0.40663,0.1553,0.20338,2016,384
Ivory Coast,128,4.179999828,0.603048921,0.04864217,0.447706193,0.130061775,0.20123747,2017,384
Ivory Coast,107,4.671,0.541,0.08,0.467,0.103,0.146,2018,384
Ivory Coast,99,4.944,0.569,0.232,0.352,0.09,0.154,2019,384
Jamaica,65,5.709,0.81038,0.68741,0.50442,0.02299,0.2123,2015,388
Jamaica,73,5.51,0.89333,0.59469,0.43597,0.04294,0.22245,2016,388
Jamaica,76,5.31099987,0.925579309,0.641022384,0.474307239,0.055267781,0.233818337,2017,388
Jamaica,56,5.89,0.819,0.693,0.575,0.031,0.096,2018,388
Jamaica,56,5.89,0.831,0.831,0.49,0.028,0.107,2019,388
Japan,46,5.987,1.27074,0.99111,0.49615,0.1806,0.10705,2015,392
Japan,53,5.921,1.38007,0.91491,0.46761,0.18985,0.10224,2016,392
Japan,51,5.920000076,1.416915178,0.913475871,0.505625546,0.163760737,0.120572768,2017,392
Japan,54,5.915,1.294,0.988,0.553,0.15,0.079,2018,392
Japan,58,5.886,1.327,1.088,0.445,0.14,0.069,2019,392
Jordan,82,5.192,0.90198,0.69639,0.40661,0.14293,0.11053,2015,400
Jordan,80,5.303,0.99673,0.60712,0.36023,0.13297,0.14262,2016,400
Jordan,74,5.335999966,0.991012394,0.604590058,0.418421149,0.119803272,0.17217046,2017,400
Jordan,90,5.161,0.822,0.645,0.468,0.134,0.13,2018,400
Jordan,101,4.906,0.837,0.815,0.383,0.13,0.11,2019,400
Kazakhstan,54,5.855,1.12254,0.64368,0.51649,0.08454,0.11827,2015,398
Kazakhstan,54,5.919,1.22943,0.57386,0.4052,0.11132,0.15011,2016,398
Kazakhstan,60,5.818999767,1.28455627,0.606041551,0.437454283,0.119282886,0.201964423,2017,398
Kazakhstan,60,5.79,1.143,0.631,0.454,0.121,0.148,2018,398
Kazakhstan,60,5.809,1.173,0.729,0.41,0.096,0.146,2019,398
Kenya,125,4.419,0.36471,0.41435,0.42215,0.05839,0.37542,2015,404
Kenya,122,4.356,0.52267,0.30147,0.40576,0.06686,0.41328,2016,404
Kenya,112,4.552999973,0.560479462,0.30998835,0.452763766,0.064641319,0.444860309,2017,404
Kenya,124,4.41,0.493,0.454,0.504,0.055,0.352,2018,404
Kenya,121,4.509,0.512,0.581,0.431,0.053,0.372,2019,404
Kiribati,,,,,,,,2015,296
Kiribati,,,,,,,,2016,296
Kiribati,,,,,,,,2017,296
Kiribati,,,,,,,,2018,296
Kiribati,,,,,,,,2019,296
Kuwait,39,6.295,1.55422,0.72492,0.55499,0.25609,0.16228,2015,414
Kuwait,41,6.239,1.61714,0.63569,0.43166,0.23669,0.15965,2016,414
Kuwait,39,6.105000019,1.632952452,0.632105708,0.496337593,0.21515955,0.228289798,2017,414
Kuwait,45,6.083,1.474,0.675,0.554,0.106,0.167,2018,414
Kuwait,51,6.021,1.5,0.808,0.493,0.097,0.142,2019,414
Kyrgyzstan,77,5.286,0.47428,0.65088,0.43477,0.04232,0.3003,2015,417
Kyrgyzstan,85,5.185,0.56044,0.55449,0.40212,0.04762,0.38432,2016,417
Kyrgyzstan,98,5.004000187,0.596220076,0.553457797,0.454943389,0.039439179,0.428580374,2017,417
Kyrgyzstan,92,5.131,0.53,0.594,0.54,0.035,0.281,2018,417
Kyrgyzstan,86,5.261,0.551,0.723,0.508,0.023,0.3,2019,417
Laos,99,4.876,0.59066,0.54909,0.59591,0.24249,0.42192,2015,418
Laos,102,4.876,0.68042,0.38291,0.52168,0.22423,0.43079,2016,418
Laos,,,,,,,,2017,418
Laos,110,4.623,0.72,0.441,0.626,0.174,0.23,2018,418
Laos,105,4.796,0.764,0.551,0.547,0.164,0.266,2019,418
Latvia,89,5.098,1.11312,0.72437,0.29671,0.06332,0.18226,2015,428
Latvia,68,5.56,1.21788,0.63952,0.27996,0.0889,0.17445,2016,428
Latvia,54,5.849999905,1.260748625,0.638566971,0.325707912,0.073842727,0.153074786,2017,428
Latvia,53,5.933,1.148,0.671,0.363,0.066,0.092,2018,428
Latvia,53,5.94,1.187,0.812,0.264,0.064,0.075,2019,428
Lebanon,103,4.839,1.02564,0.83947,0.33916,0.04582,0.21854,2015,422
Lebanon,93,5.129,1.12268,0.76171,0.26228,0.03061,0.23693,2016,422
Lebanon,88,5.224999905,1.074987531,0.735081077,0.288515985,0.03751383,0.264450759,2017,422
Lebanon,80,5.358,0.965,0.785,0.503,0.136,0.214,2018,422
Lebanon,91,5.197,0.987,0.815,0.216,0.027,0.166,2019,422
Lesotho,97,4.898,0.37545,0.07612,0.31767,0.12504,0.16388,2015,426
Lesotho,,,,,,,,2016,426
Lesotho,139,3.808000088,0.521021247,0,0.390661299,0.11909464,0.157497272,2017,426
Lesotho,141,3.808,0.472,0.079,0.423,0.112,0.116,2018,426
Lesotho,144,3.802,0.489,0.168,0.359,0.093,0.107,2019,426
Liberia,116,4.571,0.0712,0.34201,0.28531,0.06232,0.24362,2015,430
Liberia,150,3.622,0.10706,0.23165,0.25748,0.04852,0.24063,2016,430
Liberia,148,3.532999992,0.119041793,0.229918197,0.332881182,0.038948249,0.266549885,2017,430
Liberia,149,3.495,0.076,0.267,0.419,0.03,0.206,2018,430
Liberia,141,3.975,0.073,0.443,0.37,0.033,0.233,2019,430
Libya,63,5.754,1.13145,0.7038,0.41668,0.11023,0.18295,2015,434
Libya,67,5.615,1.06688,0.52304,0.40672,0.10339,0.17087,2016,434
Libya,68,5.525000095,1.101803064,0.52016902,0.46573323,0.09261021,0.152073666,2017,434
Libya,70,5.566,0.985,0.553,0.496,0.148,0.116,2018,434
Libya,72,5.525,1.044,0.673,0.416,0.152,0.133,2019,434
Liechtenstein,,,,,,,,2015,438
Liechtenstein,,,,,,,,2016,438
Liechtenstein,,,,,,,,2017,438
Liechtenstein,,,,,,,,2018,438
Liechtenstein,,,,,,,,2019,438
Lithuania,56,5.833,1.14723,0.73128,0.21342,0.01031,0.02641,2015,440
Lithuania,60,5.813,1.2692,0.64674,0.18929,0.0182,0.02025,2016,440
Lithuania,52,5.90199995,1.314582348,0.62894994,0.234231785,0.011865643,0.010164657,2017,440
Lithuania,50,5.952,1.197,0.716,0.35,0.006,0.026,2018,440
Lithuania,42,6.149,1.238,0.818,0.291,0.042,0.043,2019,440
Luxembourg,17,6.946,1.56391,0.91894,0.61583,0.37798,0.28034,2015,442
Luxembourg,20,6.871,1.69752,0.84542,0.5487,0.35329,0.27571,2016,442
Luxembourg,18,6.862999916,1.741943598,0.845089495,0.596627891,0.318834424,0.283180982,2017,442
Luxembourg,17,6.91,1.576,0.896,0.632,0.321,0.196,2018,442
Luxembourg,14,7.09,1.609,1.012,0.526,0.316,0.194,2019,442
Macau (China)[u],,,,,,,,2015,446
Macau (China)[u],,,,,,,,2016,446
Macau (China)[u],,,,,,,,2017,446
Macau (China)[u],,,,,,,,2018,446
Macau (China)[u],,,,,,,,2019,446
Madagascar,147,3.681,0.20824,0.46721,0.19184,0.08124,0.21333,2015,450
Madagascar,148,3.695,0.27954,0.37109,0.13684,0.07506,0.2204,2016,450
Madagascar,144,3.644000053,0.305808693,0.375223309,0.189196765,0.067231975,0.20873253,2017,450
Madagascar,143,3.774,0.262,0.402,0.221,0.049,0.155,2018,450
Madagascar,143,3.933,0.274,0.555,0.148,0.041,0.169,2019,450
Malawi,131,4.292,0.01604,0.22562,0.43054,0.06977,0.33128,2015,454
Malawi,132,4.156,0.08709,0.29364,0.4143,0.07564,0.30968,2016,454
Malawi,136,3.970000029,0.233442038,0.315089583,0.466914654,0.072711654,0.28717047,2017,454
Malawi,147,3.587,0.186,0.306,0.531,0.08,0.21,2018,454
Malawi,150,3.41,0.191,0.495,0.443,0.089,0.218,2019,454
Malaysia[f],,,,,,,,2015,458
Malaysia[f],,,,,,,,2016,458
Malaysia[f],,,,,,,,2017,458
Malaysia[f],,,,,,,,2018,458
Malaysia[f],,,,,,,,2019,458
Maldives,,,,,,,,2015,462
Maldives,,,,,,,,2016,462
Maldives,,,,,,,,2017,462
Maldives,,,,,,,,2018,462
Maldives,,,,,,,,2019,462
Mali,138,3.995,0.26074,0.20583,0.38857,0.12352,0.18798,2015,466
Mali,135,4.073,0.31292,0.16347,0.27544,0.13647,0.21064,2016,466
Mali,127,4.190000057,0.476180494,0.169365674,0.306613743,0.104970247,0.183354199,2017,466
Mali,118,4.447,0.37,0.152,0.367,0.056,0.139,2018,466
Mali,128,4.39,0.385,0.308,0.327,0.052,0.153,2019,466
Malta,37,6.302,1.2074,0.88721,0.60365,0.13586,0.51752,2015,470
Malta,30,6.488,1.30782,0.80315,0.54994,0.17554,0.56237,2016,470
Malta,27,6.52699995,1.343279839,0.821944237,0.588767052,0.153066069,0.574730575,2017,470
Malta,22,6.627,1.27,0.884,0.645,0.142,0.376,2018,470
Malta,22,6.726,1.3,0.999,0.564,0.151,0.375,2019,470
Marshall Islands,,,,,,,,2015,584
Marshall Islands,,,,,,,,2016,584
Marshall Islands,,,,,,,,2017,584
Marshall Islands,,,,,,,,2018,584
Marshall Islands,,,,,,,,2019,584
Mauritania,124,4.436,0.45407,0.35874,0.24232,0.17461,0.219,2015,478
Mauritania,130,4.201,0.61391,0.28639,0.1268,0.17955,0.22686,2016,478
Mauritania,123,4.291999817,0.648457289,0.28534928,0.096098043,0.136957005,0.201870024,2017,478
Mauritania,126,4.356,0.557,0.292,0.129,0.093,0.134,2018,478
Mauritania,122,4.49,0.57,0.489,0.066,0.088,0.106,2019,478
Mauritius[s],,,,,,,,2015,480
Mauritius[s],,,,,,,,2016,480
Mauritius[s],,,,,,,,2017,480
Mauritius[s],,,,,,,,2018,480
Mauritius[s],,,,,,,,2019,480
Mexico,14,7.187,1.02054,0.81444,0.48181,0.21312,0.14074,2015,484
Mexico,21,6.778,1.11508,0.71143,0.37709,0.18355,0.11735,2016,484
Mexico,25,6.578000069,1.153183818,0.709978998,0.412730008,0.132774115,0.120990433,2017,484
Mexico,24,6.488,1.038,0.761,0.479,0.095,0.069,2018,484
Mexico,23,6.595,1.07,0.861,0.433,0.073,0.074,2019,484
Moldova[q],,,,,,,,2015,498
Moldova[q],,,,,,,,2016,498
Moldova[q],,,,,,,,2017,498
Moldova[q],,,,,,,,2018,498
Moldova[q],,,,,,,,2019,498
Monaco,,,,,,,,2015,492
Monaco,,,,,,,,2016,492
Monaco,,,,,,,,2017,492
Monaco,,,,,,,,2018,492
Monaco,,,,,,,,2019,492
Mongolia,100,4.874,0.82819,0.60268,0.43626,0.02666,0.3323,2015,496
Mongolia,101,4.907,0.98853,0.55469,0.35972,0.03285,0.34539,2016,496
Mongolia,100,4.954999924,1.027235866,0.557783484,0.394143969,0.032902289,0.33846423,2017,496
Mongolia,94,5.125,0.914,0.575,0.395,0.032,0.253,2018,496
Mongolia,83,5.285,0.948,0.667,0.317,0.038,0.235,2019,496
Montenegro,82,5.192,0.97438,0.72521,0.1826,0.14296,0.1614,2015,499
Montenegro,88,5.161,1.07838,0.63533,0.15111,0.12721,0.17191,2016,499
Montenegro,83,5.236999989,1.121129036,0.667464674,0.194989055,0.088174194,0.197911024,2017,499
Montenegro,81,5.347,1.017,0.729,0.259,0.081,0.111,2018,499
Montenegro,73,5.523,1.051,0.871,0.197,0.08,0.142,2019,499
Montserrat (United Kingdom),,,,,,,,2015,500
Montserrat (United Kingdom),,,,,,,,2016,500
Montserrat (United Kingdom),,,,,,,,2017,500
Montserrat (United Kingdom),,,,,,,,2018,500
Montserrat (United Kingdom),,,,,,,,2019,500
Morocco,92,5.013,0.73479,0.60954,0.41691,0.08546,0.07172,2015,504
Morocco,90,5.151,0.84058,0.59471,0.25646,0.08404,0.04053,2016,504
Morocco,84,5.235000134,0.878114581,0.597710669,0.408158332,0.087763183,0.032209955,2017,504
Morocco,85,5.254,0.779,0.669,0.46,0.074,0.026,2018,504
Morocco,89,5.208,0.801,0.782,0.418,0.076,0.036,2019,504
Mozambique,94,4.971,0.08308,0.09131,0.34037,0.15603,0.22269,2015,508
Mozambique,,,,,,,,2016,508
Mozambique,113,4.550000191,0.23430565,0.106654435,0.480791092,0.179436386,0.322228104,2017,508
Mozambique,123,4.417,0.198,0.173,0.531,0.158,0.206,2018,508
Mozambique,123,4.466,0.204,0.39,0.494,0.138,0.197,2019,508
Myanmar,129,4.307,0.27108,0.48246,0.44017,0.19034,0.79588,2015,104
Myanmar,119,4.395,0.34112,0.3988,0.42692,0.20243,0.81971,2016,104
Myanmar,114,4.545000076,0.36711055,0.397522569,0.514492035,0.188816205,0.838075161,2017,104
Myanmar,130,4.308,0.682,0.429,0.58,0.178,0.598,2018,104
Myanmar,131,4.36,0.71,0.555,0.525,0.172,0.566,2019,104
Namibia,,,,,,,,2015,516
Namibia,113,4.574,0.93287,0.34745,0.48614,0.10398,0.07795,2016,516
Namibia,111,4.573999882,0.964434326,0.338611811,0.520303547,0.093146972,0.077133745,2017,516
Namibia,119,4.441,0.874,0.365,0.519,0.064,0.051,2018,516
Namibia,113,4.639,0.879,0.477,0.401,0.056,0.07,2019,516
Nauru,,,,,,,,2015,520
Nauru,,,,,,,,2016,520
Nauru,,,,,,,,2017,520
Nauru,,,,,,,,2018,520
Nauru,,,,,,,,2019,520
Nepal,121,4.514,0.35997,0.56874,0.38282,0.05907,0.32296,2015,524
Nepal,107,4.793,0.44626,0.50073,0.37012,0.07008,0.3816,2016,524
Nepal,99,4.961999893,0.479820192,0.504130781,0.440305948,0.072975546,0.394096166,2017,524
Nepal,101,4.88,0.425,0.539,0.526,0.078,0.302,2018,524
Nepal,100,4.913,0.446,0.677,0.439,0.089,0.285,2019,524
Netherlands[i],,,,,,,,2015,528
Netherlands[i],,,,,,,,2016,528
Netherlands[i],,,,,,,,2017,528
Netherlands[i],,,,,,,,2018,528
Netherlands[i],,,,,,,,2019,528
New Caledonia (France),,,,,,,,2015,540
New Caledonia (France),,,,,,,,2016,540
New Caledonia (France),,,,,,,,2017,540
New Caledonia (France),,,,,,,,2018,540
New Caledonia (France),,,,,,,,2019,540
New Zealand,9,7.286,1.25018,0.90837,0.63938,0.42922,0.47501,2015,554
New Zealand,8,7.334,1.36066,0.83096,0.58147,0.41904,0.49401,2016,554
New Zealand,8,7.31400013,1.405706048,0.816759706,0.61406213,0.382816702,0.500005126,2017,554
New Zealand,8,7.324,1.268,0.876,0.669,0.389,0.365,2018,554
New Zealand,8,7.307,1.303,1.026,0.585,0.38,0.33,2019,554
Nicaragua,57,5.828,0.59325,0.74314,0.55475,0.19317,0.27815,2015,558
Nicaragua,48,5.992,0.69384,0.65213,0.46582,0.16292,0.29773,2016,558
Nicaragua,43,6.071000099,0.737299204,0.653095961,0.447551847,0.130687982,0.301674217,2017,558
Nicaragua,41,6.141,0.668,0.7,0.527,0.128,0.208,2018,558
Nicaragua,45,6.105,0.694,0.835,0.435,0.127,0.2,2019,558
Niger,144,3.845,0.0694,0.29707,0.47692,0.15639,0.19387,2015,562
Niger,142,3.856,0.1327,0.26162,0.38041,0.17176,0.2097,2016,562
Niger,135,4.027999878,0.161925331,0.268505007,0.363658696,0.138572946,0.228673846,2017,562
Niger,134,4.166,0.131,0.221,0.39,0.099,0.175,2018,562
Niger,114,4.628,0.138,0.366,0.318,0.102,0.188,2019,562
Nigeria,78,5.268,0.65435,0.16007,0.34334,0.0403,0.27233,2015,566
Nigeria,103,4.875,0.75216,0.05108,0.27854,0.0305,0.23219,2016,566
Nigeria,95,5.073999882,0.783756256,0.05691573,0.394952565,0.026121566,0.230947196,2017,566
